gen,best,mean,entropy,t,noise,alpha,stagn,accept_rate,succ_rand1,succ_current_pc,succ_current_rand
174,1.6335060061818832e-05,6.720041334043766,0.26112576992788145,0.8108000000000001,0.008260674637979054,0.24997958117496813,26,0.0,4,6,6
175,1.6335060061818832e-05,4.871088752834183,0.2777924365873282,0.8099999999999999,0.008250673821226052,0.24997958117496813,27,0.0,4,6,6
176,1.6335060061818832e-05,1.577286244505942,0.17770629428962514,0.85,0.012361009506709578,0.24997958117496813,28,0.0,4,6,6
177,1.6335060061818832e-05,1.95206638946733,0.1252474934930929,0.85,0.012346008281580074,0.24997958117496813,29,0.0,4,6,6
178,1.6335060061818832e-05,8.351952927216264,0.11333983378779976,0.85,0.012331007056450575,0.24997958117496813,30,0.0,4,6,6
179,1.6335060061818832e-05,3.507961954412433,0.28425260940592983,0.8068,0.008210670554214048,0.24997958117496813,31,0.0,4,6,6
180,1.6335060061818832e-05,2.8971579260613405,0.17174425627168344,0.85,0.012301004606191572,0.24997958117496813,32,0.0,4,6,6
181,1.6335060061818832e-05,0.9426914548660013,0.14349438126248934,0.85,0.012286003381062066,0.24997958117496813,33,0.0,4,6,6
182,1.6335060061818832e-05,4.306249782363925,0.07206092282892027,0.85,0.012271002155932569,0.24997958117496813,34,0.0,4,6,6
183,1.6335060061818832e-05,5.618580262838885,0.1434943812644596,0.85,0.012256000930803064,0.24997958117496813,35,0.0,4,6,6
184,1.6335060061818832e-05,1.53168742987877,0.2398131535580817,0.8028,0.008160666470449041,0.24997958117496813,36,0.0,4,6,6
185,1.6335060061818832e-05,9.209601256803364,0.061043908445826876,0.85,0.01222599848054406,0.24997958117496813,37,0.0,4,6,6
186,1.5610613062430717e-05,4.485783301756003,0.2943827572305859,0.8012,0.00814066483694304,0.24997958117496813,0,0.0,4,6,6
187,1.5610613062430717e-05,3.479705188693891,0.1885065880965451,0.7003999999999999,0.0081306345714197,0.2499804867337116,1,0.0,4,6,6
188,1.5610613062430717e-05,4.335148891207989,0.14766104793458887,0.8496,0.012180950686333571,0.2499804867337116,2,0.0,4,6,6
189,1.5610613062430717e-05,2.192927083119594,0.19930688189640997,0.6987999999999999,0.008110633010358395,0.2499804867337116,3,0.0,4,6,6
190,1.5610613062430717e-05,6.872890471283528,0.10654221886374114,0.848,0.012150948344741617,0.2499804867337116,4,0.0,4,6,6
191,1.5610613062430717e-05,3.9486768163239256,0.2275546943894008,0.7971999999999999,0.008090631449297093,0.2499804867337116,5,0.0,4,6,6
192,1.5610613062430717e-05,2.2726639193514298,0.15182771460210062,0.85,0.012120946003149663,0.2499804867337116,6,0.0,4,6,6
193,1.5610613062430717e-05,4.109905176049314,0.0914112705777371,0.85,0.012105944832353683,0.2499804867337116,7,0.0,4,6,6
194,1.5610613062430717e-05,5.266678304241235,0.13675044087944363,0.85,0.01209094366155771,0.2499804867337116,8,0.0,4,6,6
195,6.416221481438411e-06,4.507896610922809,0.2183837959504535,0.7939999999999999,0.008050628327174486,0.2499804867337116,0,0.0,4,6,6
196,6.416221481438411e-06,2.592487655763997,0.19773419959451505,0.6932,0.008040257932103466,0.24999197972315096,1,0.0,4,6,6
197,6.416221481438411e-06,4.538357431940796,0.08724460391793615,0.8423999999999999,0.012045386416938586,0.24999197972315096,2,0.0,4,6,6
198,2.097790177806515e-06,3.326006229407287,0.15182771460936736,0.8416,0.012030385935721978,0.24999197972315096,0,0.0,4,6,6
199,2.097790177806515e-06,3.505799121735538,0.1175065004653336,0.8408,0.012015126024744928,0.24999737776227784,1,0.0,4,6,6
200,2.097790177806515e-06,5.780824496348612,0.1476063973785982,0.8400000000000001,0.012000125867410665,0.24999737776227784,2,0.0,4,6,6
201,2.097790177806515e-06,2.800472936297586,0.21838379595843477,0.6891999999999999,0.0079900838067176,0.24999737776227784,3,0.0,4,6,6
202,2.097790177806515e-06,4.778329183685546,0.08724460391883665,0.8384,0.01197012555274214,0.24999737776227784,4,0.0,4,6,6
203,2.097790177806515e-06,3.111383034185311,0.20764021523021026,0.7875999999999999,0.007970083596938583,0.24999737776227784,5,0.0,4,6,6
204,2.097790177806515e-06,2.061201197716605,0.1133398337983634,0.85,0.01194012523807361,0.24999737776227784,6,0.0,4,6,6
205,2.097790177806515e-06,5.578835886121157,0.07622758952244893,0.85,0.01192512508073935,0.24999737776227784,7,0.0,4,6,6
206,2.097790177806515e-06,6.362056437556662,0.15851700446337305,0.85,0.011910124923405084,0.24999737776227784,8,0.0,4,6,6
207,2.097790177806515e-06,2.1116772129622974,0.19773419960612115,0.7844,0.007930083177380549,0.24999737776227784,9,0.0,4,6,6
