gen,best,mean,entropy,t,noise,alpha,stagn,accept_rate,succ_rand1,succ_current_pc,succ_current_rand
1,0.01452634295458538,0.44396962370083987,0.9436382816860205,0.8492,0.01912567185276775,0.021379583264070384,0,0.12,1,2,3
2,0.01278734494994338,0.38038501991491985,0.9265131263529672,0.8483999999999999,0.010703592555516438,0.2318739339800492,0,0.1875,1,3,8
3,0.0009490200818876859,0.2686141966058794,0.8804182681892442,0.8475999999999999,0.010606581953258995,0.23403756386010544,0,0.04878048780487805,1,4,9
4,0.0009490200818876859,0.1940852475242475,0.8856338795202833,0.8468,0.01000726084537049,0.24881373380094154,1,0.07692307692307693,1,4,12
5,4.630023580470821e-05,0.12721848110531153,0.8991487088434267,0.846,0.009997213394722529,0.24881373380094154,0,0.024390243902439025,1,4,13
6,2.483945143710864e-05,0.08093297480229443,0.8799784196764674,0.8452,0.009942301121678387,0.24994212470627802,0,0.03508771929824561,1,4,15
7,2.483945143710864e-05,0.050403471768757986,0.8859495639937889,0.8443999999999999,0.009931233278757513,0.24996895068586325,1,0.02,1,4,16
8,2.483945143710864e-05,0.024918244500508273,0.8629046492627327,0.8435999999999999,0.009921232036784947,0.24996895068586325,2,0.0,1,4,16
9,2.483945143710864e-05,0.01423598934037713,0.8130122807193441,0.8427999999999999,0.009911230794812383,0.24996895068586325,3,0.0,1,4,16
10,1.1350816175870193e-08,0.024828450503648226,0.784401561512484,0.842,0.009901229552839817,0.24996895068586325,0,0.038461538461538464,1,4,18
11,1.1350816175870193e-08,0.0061555794438284675,0.1717647764527776,0.85,0.014835000841946791,0.24999998581147978,1,0.018867924528301886,1,4,19
12,1.1350816175870193e-08,0.04172645634992338,0.7315744674124303,0.8404,0.00988000056073032,0.24999998581147978,2,0.0,1,4,19
13,1.1350816175870193e-08,0.04804144773013362,0.18265486419459412,0.8396,0.00987000056016278,0.24999998581147978,3,0.0,1,4,19
14,1.1350816175870193e-08,0.044238777326637134,0.20382291080967854,0.8388,0.009860000559595239,0.24999998581147978,4,0.0,1,4,19
15,1.1350816175870193e-08,0.029326503577470398,0.22488861371859667,0.85,0.009850000559027697,0.24999998581147978,5,0.0,1,4,19
16,1.1350816175870193e-08,0.04929593165051631,0.10237555275289373,0.85,0.014760000837690234,0.24999998581147978,6,0.0,1,4,19
17,1.1350816175870193e-08,0.05037843806417322,0.17353962840695308,0.85,0.014745000836838926,0.24999998581147978,7,0.0,1,4,19
18,1.1350816175870193e-08,0.045948377709818945,0.169372961980469,0.85,0.014730000835987613,0.24999998581147978,8,0.0,1,4,19
19,1.1350816175870193e-08,0.07522487337394641,0.14766104844228492,0.85,0.014715000835136301,0.24999998581147978,9,0.0,1,4,19
20,1.1350816175870193e-08,0.059358420130814236,0.2694591040848169,0.85,0.009800000556189993,0.24999998581147978,10,0.0,1,4,19
21,1.1350816175870193e-08,0.044186637212694745,0.25526736798023275,0.85,0.009790000555622453,0.24999998581147978,11,0.0,1,4,19
22,1.1350816175870193e-08,0.08377002897181682,0.14766104859364756,0.85,0.014670000832582368,0.24999998581147978,12,0.0,1,4,19
23,1.1350816175870193e-08,0.03866922807112229,0.2587733272142805,0.85,0.00977000055448737,0.24999998581147978,13,0.0,1,4,19
24,1.1350816175870193e-08,0.06461111452229226,0.14170306117351383,0.85,0.014640000830879745,0.24999998581147978,14,0.0,1,4,19
25,1.1350816175870193e-08,0.06709640011159838,0.20847778111661788,0.85,0.00975000055335229,0.24999998581147978,15,0.0,1,4,19
26,1.1350816175870193e-08,0.027211723358668248,0.16685033847042344,0.85,0.014610000829177124,0.24999998581147978,16,0.0,1,4,19
27,1.1350816175870193e-08,0.040494046866249696,0.09141127135743149,0.85,0.014595000828325813,0.24999998581147978,17,0.0,1,4,19
28,1.1350816175870193e-08,0.01758729943424673,0.14760639834305048,0.85,0.0145800008274745,0.24999998581147978,18,0.0,1,4,19
29,1.1350816175870193e-08,0.06597210770558141,0.10479176876824622,0.85,0.01456500082662319,0.24999998581147978,19,0.0,1,4,19
30,1.1350816175870193e-08,0.0768835740044911,0.21264444785666697,0.85,0.009700000550514586,0.24999998581147978,20,0.0,1,4,19
31,1.1350816175870193e-08,0.06809387298465047,0.2800258272805588,0.85,0.009690000549947045,0.24999998581147978,21,0.0,1,4,19
32,1.1350816175870193e-08,0.025993967496748926,0.287893781876922,0.85,0.009680000549379503,0.24999998581147978,22,0.0,1,4,19
33,1.1350816175870193e-08,0.06121708232609732,0.0914112714396015,0.85,0.014505000823217946,0.24999998581147978,23,0.0,1,4,19
34,1.1350816175870193e-08,0.0671598924742442,0.20764021586028694,0.85,0.009660000548244422,0.24999998581147978,24,0.0,1,4,19
35,1.1350816175870193e-08,0.05881599153645182,0.2594340347821756,0.85,0.009650000547676882,0.24999998581147978,25,0.0,1,4,19
36,1.1350816175870193e-08,0.058045222506265454,0.22145706412243052,0.85,0.00964000054710934,0.24999998581147978,26,0.0,1,4,19
37,1.1350816175870193e-08,0.04115403957790712,0.20341683603975588,0.85,0.0096300005465418,0.24999998581147978,27,0.0,1,4,19
38,1.1350816175870193e-08,0.06825813075763415,0.13675044172988338,0.85,0.014430000818961388,0.24999998581147978,28,0.0,1,4,19
39,1.1350816175870193e-08,0.07152804737941135,0.18934415431536494,0.85,0.009610000545406719,0.24999998581147978,29,0.0,1,4,19
40,1.1350816175870193e-08,0.06637292295580917,0.21838379689504717,0.85,0.009600000544839176,0.24999998581147978,30,0.0,1,4,19
41,1.1350816175870193e-08,0.0633642443514824,0.18777147172602732,0.85,0.009590000544271636,0.24999998581147978,31,0.0,1,4,19
42,1.1350816175870193e-08,0.024721538351858908,0.21264444779472408,0.85,0.009580000543704096,0.24999998581147978,32,0.0,1,4,19
43,1.1350816175870193e-08,0.06016530676080746,0.09141127157138795,0.85,0.014355000814704833,0.24999998581147978,33,0.0,1,4,19
44,1.1350816175870193e-08,0.05979673508881934,0.20341683632844046,0.85,0.009560000542569013,0.24999998581147978,34,0.0,1,4,19
45,1.1350816175870193e-08,0.034702503668445864,0.1976774874192203,0.85,0.009550000542001473,0.24999998581147978,35,0.0,1,4,19
46,1.1350816175870193e-08,0.017252570144917722,0.08302520555410327,0.85,0.014310000812150898,0.24999998581147978,36,0.0,1,4,19
47,1.1350816175870193e-08,0.03390753232548862,0.07622759044958301,0.85,0.014295000811299589,0.24999998581147978,37,0.0,1,4,19
48,1.1350816175870193e-08,0.10191456528424642,0.10654221964246574,0.85,0.014280000810448274,0.24999998581147978,38,0.0,1,4,19
49,1.1350816175870193e-08,0.024709330801702397,0.3289908005322394,0.85,0.00951000053973131,0.24999998581147978,39,0.0,1,4,19
50,1.1350816175870193e-08,0.04569651058298572,0.14287164032002764,0.85,0.014250000808745653,0.24999998581147978,40,0.0,1,4,19
51,1.1350816175870193e-08,0.04265784131729005,0.17770629495821652,0.85,0.014235000807894345,0.24999998581147978,41,0.0,1,4,19
52,1.1350816175870193e-08,0.029032390433649705,0.16268367191367117,0.85,0.014220000807043031,0.24999998581147978,42,0.0,1,4,19
53,1.1350816175870193e-08,0.08371252843683252,0.18101082041859862,0.85,0.009470000537461146,0.24999998581147978,43,0.0,1,4,19
54,1.1350816175870193e-08,0.026459174809053056,0.25381373955696557,0.85,0.009460000536893606,0.24999998581147978,44,0.0,1,4,19
55,1.1350816175870193e-08,0.05766565721701867,0.10237555291019647,0.85,0.014175000804489099,0.24999998581147978,45,0.0,1,4,19
56,1.1350816175870193e-08,0.01707377562005642,0.18850658889304525,0.85,0.009440000535758525,0.24999998581147978,46,0.0,1,4,19
57,1.1350816175870193e-08,0.042822148773675545,0.05687724212295767,0.85,0.014145000802786474,0.24999998581147978,47,0.0,1,4,19
58,1.1350816175870193e-08,0.06858554164214001,0.1518277152927849,0.85,0.014130000801935164,0.24999998581147978,48,0.0,1,4,19
59,1.1350816175870193e-08,0.05824244857920699,0.26934005022578134,0.85,0.009410000534055902,0.24999998581147978,49,0.0,1,4,19
60,1.1350816175870193e-08,0.05300898418891675,0.1734839659403807,0.85,0.014100000800232543,0.24999998581147978,50,0.0,1,4,19
61,1.1350816175870193e-08,0.042440857580891236,0.24162311811716705,0.85,0.009390000532920821,0.24999998581147978,51,0.0,1,4,19
62,1.1350816175870193e-08,0.04866123880106541,0.14349438229683043,0.85,0.014070000798529918,0.24999998581147978,52,0.0,1,4,19
63,1.1350816175870193e-08,0.07339566202677829,0.1926732553841937,0.85,0.00937000053178574,0.24999998581147978,53,0.0,1,4,19
64,1.1350816175870193e-08,0.04350985074970596,0.22912737758457066,0.85,0.009360000531218198,0.24999998581147978,54,0.0,1,4,19
65,1.1350816175870193e-08,0.042749932174205516,0.13258377516140712,0.85,0.014025000795975988,0.24999998581147978,55,0.0,1,4,19
66,1.1350816175870193e-08,0.04344982735537631,0.13932771582093087,0.85,0.014010000795124673,0.24999998581147978,56,0.0,1,4,19
67,1.1350816175870193e-08,0.0715019628934,0.1651506322703457,0.85,0.013995000794273366,0.24999998581147978,57,0.0,1,4,19
