gen,best,mean,entropy,t,noise,alpha,stagn,accept_rate,succ_rand1,succ_current_pc,succ_current_rand
148,2.8591040646119836e-10,0.08390904358527879,0.11750650051810405,0.85,0.012780000018269675,0.249999999642612,128,0.0,4,6,4
149,2.8591040646119836e-10,0.03978883302903198,0.2800859427807605,0.8307999999999999,0.008510000012165488,0.249999999642612,129,0.0,4,6,4
150,2.8591040646119836e-10,0.05743729238516502,0.25229238603647297,0.8299999999999998,0.008500000012151192,0.249999999642612,130,0.0,4,6,4
151,2.8591040646119836e-10,0.049847809505369586,0.1668503378196524,0.85,0.012735000018205345,0.249999999642612,131,0.0,4,6,4
152,2.8591040646119836e-10,0.05045158161291228,0.16268367113164986,0.85,0.012720000018183901,0.249999999642612,132,0.0,4,6,4
153,2.8591040646119836e-10,0.07235691922366322,0.259512634661199,0.8276,0.008470000012108306,0.249999999642612,133,0.0,4,6,4
154,2.8591040646119836e-10,0.13293862345555826,0.19773419965181532,0.8268,0.00846000001209401,0.249999999642612,134,0.0,4,6,4
155,2.8591040646119836e-10,0.04356303615961435,0.37322790946591994,0.826,0.008450000012079713,0.249999999642612,135,0.0,4,6,4
156,2.8591040646119836e-10,0.0345802919022478,0.24066125610116076,0.8251999999999999,0.00844000001206542,0.249999999642612,136,0.0,4,6,4
157,2.8591040646119836e-10,0.04806221694133562,0.1377550323774872,0.85,0.012645000018076686,0.249999999642612,137,0.0,4,6,4
158,2.8591040646119836e-10,0.05768481137967623,0.18940086631878997,0.8236,0.008420000012036829,0.249999999642612,138,0.0,4,6,4
159,2.8591040646119836e-10,0.027983655913119236,0.2943137850631142,0.8228,0.008410000012022531,0.249999999642612,139,0.0,4,6,4
160,2.8591040646119836e-10,0.012834565495598948,0.14766104796992982,0.85,0.012600000018012356,0.249999999642612,140,0.0,4,6,4
161,2.8591040646119836e-10,0.043128500947683716,0.11750650051796066,0.85,0.012585000017990912,0.249999999642612,141,0.0,4,6,4
162,2.8591040646119836e-10,0.05977249425842933,0.21838379600104343,0.8203999999999999,0.008380000011979647,0.249999999642612,142,0.0,4,6,4
163,2.8591040646119836e-10,0.10907188835392835,0.214217129327774,0.8195999999999999,0.008370000011965351,0.249999999642612,143,0.0,4,6,4
164,2.8591040646119836e-10,0.04434269633880258,0.30381337350647714,0.8187999999999999,0.008360000011951054,0.249999999642612,144,0.0,4,6,4
165,2.8591040646119836e-10,0.0553805481015482,0.11750650053898935,0.85,0.012525000017905139,0.249999999642612,145,0.0,4,6,4
166,2.8591040646119836e-10,0.10292802641280581,0.23824047132701487,0.8171999999999999,0.008340000011922465,0.249999999642612,146,0.0,4,6,4
167,2.8591040646119836e-10,0.04609390873366482,0.25725958150514067,0.8163999999999999,0.00833000001190817,0.249999999642612,147,0.0,4,6,4
168,2.8591040646119836e-10,0.050091977718066054,0.15182771461891187,0.85,0.012480000017840807,0.249999999642612,148,0.0,4,6,4
169,2.8591040646119836e-10,0.07034058175710085,0.24030372063970412,0.8147999999999999,0.008310000011879577,0.249999999642612,149,0.0,4,6,4
170,2.8591040646119836e-10,0.07613606105517415,0.19267325479922826,0.8139999999999998,0.008300000011865281,0.249999999642612,150,0.0,4,6,4
171,2.8591040646119836e-10,0.03823854963738714,0.24240713798324035,0.8131999999999999,0.008290000011850988,0.249999999642612,151,0.0,4,6,4
172,2.8591040646119836e-10,0.052223501884188894,0.1926732548069302,0.8124000000000001,0.008280000011836692,0.249999999642612,152,0.0,4,6,4
173,2.8591040646119836e-10,0.04897900926802106,0.2630926798437017,0.8116,0.008270000011822395,0.249999999642612,153,0.0,4,6,4
174,2.8591040646119836e-10,0.07895067636734204,0.17196694535382337,0.85,0.01239000001771215,0.249999999642612,154,0.0,4,6,4
175,2.8591040646119836e-10,0.1016980979336195,0.27688046187835286,0.8099999999999999,0.008250000011793804,0.249999999642612,155,0.0,4,6,4
176,2.8591040646119836e-10,0.038443253686111636,0.3178860557860265,0.8092,0.008240000011779509,0.249999999642612,156,0.0,4,6,4
177,2.8591040646119836e-10,0.04314230211241968,0.20347354861983208,0.8083999999999999,0.008230000011765213,0.249999999642612,157,0.0,4,6,4
178,2.8591040646119836e-10,0.01935426930940842,0.1951402152992146,0.8076,0.00822000001175092,0.249999999642612,158,0.0,4,6,4
179,2.8591040646119836e-10,0.09668776791243858,0.10654221891481938,0.85,0.012315000017604933,0.249999999642612,159,0.0,4,6,4
180,2.8591040646119836e-10,0.03429999052030849,0.21342420831481895,0.806,0.008200000011722327,0.249999999642612,160,0.0,4,6,4
181,2.8591040646119836e-10,0.11997426463138323,0.23038197549717923,0.8051999999999999,0.00819000001170803,0.249999999642612,161,0.0,4,6,4
182,2.8591040646119836e-10,0.019645217792593966,0.349876316560368,0.8044,0.008180000011693738,0.249999999642612,162,0.0,4,6,4
183,2.8591040646119836e-10,0.04110446267619811,0.09141127065429079,0.85,0.01225500001751916,0.249999999642612,163,0.0,4,6,4
184,2.8591040646119836e-10,0.04177054956844011,0.12167316720392246,0.85,0.012240000017497718,0.249999999642612,164,0.0,4,6,4
185,2.8591040646119836e-10,0.11018027937132038,0.17770629434898352,0.85,0.012225000017476274,0.249999999642612,165,0.0,4,6,4
186,2.8591040646119836e-10,0.054868095320620355,0.3477668915414289,0.8012,0.008140000011636554,0.249999999642612,166,0.0,4,6,4
187,2.8591040646119836e-10,0.06744565603620577,0.19514021528774228,0.8003999999999999,0.008130000011622259,0.249999999642612,167,0.0,4,6,4
188,2.8591040646119836e-10,0.055261464915504765,0.17196694538543025,0.85,0.012180000017411943,0.249999999642612,168,0.0,4,6,4
189,2.8591040646119836e-10,0.043126399743221216,0.14766104797714186,0.85,0.0121650000173905,0.249999999642612,169,0.0,4,6,4
190,2.8591040646119836e-10,0.0612761025532227,0.14766104800938187,0.85,0.012150000017369059,0.249999999642612,170,0.0,4,6,4
191,2.8591040646119836e-10,0.08511516450088764,0.27851326047801944,0.7971999999999999,0.008090000011565075,0.249999999642612,171,0.0,4,6,4
192,2.8591040646119836e-10,0.039964170462930666,0.2961148484108564,0.7964000000000001,0.008080000011550782,0.249999999642612,172,0.0,4,6,4
193,2.8591040646119836e-10,0.07410023589703277,0.17770629433370735,0.85,0.012105000017304725,0.249999999642612,173,0.0,4,6,4
194,2.8591040646119836e-10,0.061001869004929404,0.17191128266688385,0.85,0.012090000017283286,0.249999999642612,174,0.0,4,6,4
195,2.8591040646119836e-10,0.056435553335334517,0.17353962768444192,0.85,0.01207500001726184,0.249999999642612,175,0.0,4,6,4
196,2.8591040646119836e-10,0.08056869225070247,0.2291273767257828,0.7932,0.008040000011493598,0.249999999642612,176,0.0,4,6,4
197,2.8591040646119836e-10,0.0619847524705304,0.2530339774525569,0.7923999999999999,0.008030000011479303,0.249999999642612,177,0.0,4,6,4
