generation,run_1,run_2
0,253.099323401824,227.05725959592598
1,253.099323401824,222.31545433210022
2,218.8554254814693,192.19369323665683
3,218.8554254814693,0.653626195814013
4,217.7993339293946,0.653626195814013
5,217.7993339293946,0.653626195814013
6,217.7993339293946,0.653626195814013
7,217.7993339293946,0.653626195814013
8,217.7993339293946,0.653626195814013
9,217.7993339293946,0.653626195814013
10,217.7993339293946,0.653626195814013
11,217.7993339293946,0.653626195814013
12,143.2703542044262,0.653626195814013
13,143.2703542044262,0.653626195814013
14,131.47539289904898,0.653626195814013
15,131.47539289904898,0.653626195814013
16,131.47539289904898,0.653626195814013
17,131.47539289904898,0.653626195814013
18,131.47539289904898,0.653626195814013
19,131.47539289904898,0.653626195814013
20,131.47539289904898,0.653626195814013
21,131.47539289904898,0.653626195814013
22,131.47539289904898,0.653626195814013
23,131.47539289904898,0.653626195814013
24,131.47539289904898,0.653626195814013
25,131.47539289904898,0.653626195814013
26,131.47539289904898,0.653626195814013
27,131.47539289904898,0.653626195814013
28,131.47539289904898,0.653626195814013
29,131.47539289904898,0.653626195814013
30,131.47539289904898,0.653626195814013
31,131.47539289904898,0.653626195814013
32,131.47539289904898,0.653626195814013
33,131.47539289904898,0.653626195814013
34,131.47539289904898,0.653626195814013
35,131.47539289904898,0.653626195814013
36,131.47539289904898,0.653626195814013
37,131.47539289904898,0.653626195814013
38,131.47539289904898,0.653626195814013
39,131.47539289904898,0.653626195814013
40,131.47539289904898,0.653626195814013
41,131.47539289904898,0.653626195814013
42,131.47539289904898,0.653626195814013
43,131.47539289904898,0.653626195814013
44,131.47539289904898,0.653626195814013
45,131.47539289904898,0.653626195814013
46,131.47539289904898,0.653626195814013
47,131.47539289904898,0.653626195814013
48,131.47539289904898,0.653626195814013
49,131.47539289904898,0.653626195814013
50,131.47539289904898,0.653626195814013
51,131.47539289904898,0.653626195814013
52,131.47539289904898,0.653626195814013
53,10.092227180874033,0.653626195814013
54,10.092227180874033,0.653626195814013
55,10.092227180874033,0.653626195814013
56,10.092227180874033,0.653626195814013
57,10.092227180874033,0.653626195814013
58,10.092227180874033,0.653626195814013
59,10.092227180874033,0.653626195814013
60,10.092227180874033,0.653626195814013
61,10.092227180874033,0.653626195814013
62,10.092227180874033,0.653626195814013
63,10.092227180874033,0.653626195814013
64,10.092227180874033,0.653626195814013
65,10.092227180874033,0.653626195814013
66,10.092227180874033,0.653626195814013
67,10.092227180874033,0.653626195814013
68,10.092227180874033,0.653626195814013
69,10.092227180874033,0.653626195814013
70,10.092227180874033,0.653626195814013
71,10.092227180874033,0.653626195814013
72,10.092227180874033,0.653626195814013
73,10.092227180874033,0.653626195814013
74,10.092227180874033,0.653626195814013
75,10.092227180874033,0.653626195814013
76,10.092227180874033,0.653626195814013
77,10.092227180874033,0.653626195814013
78,10.092227180874033,0.653626195814013
79,10.092227180874033,0.653626195814013
80,10.092227180874033,0.653626195814013
81,10.092227180874033,0.653626195814013
82,10.092227180874033,0.653626195814013
83,10.092227180874033,0.653626195814013
84,10.092227180874033,0.653626195814013
85,10.092227180874033,0.653626195814013
86,10.092227180874033,0.653626195814013
87,10.092227180874033,0.653626195814013
88,10.092227180874033,0.653626195814013
89,10.092227180874033,0.653626195814013
90,10.092227180874033,0.653626195814013
91,10.092227180874033,0.653626195814013
92,10.092227180874033,0.653626195814013
93,10.092227180874033,0.653626195814013
94,10.092227180874033,0.653626195814013
95,10.092227180874033,0.653626195814013
96,10.092227180874033,0.653626195814013
97,10.092227180874033,0.653626195814013
98,10.092227180874033,0.653626195814013
99,10.092227180874033,0.653626195814013
100,10.092227180874033,0.653626195814013
101,10.092227180874033,0.653626195814013
102,10.092227180874033,0.653626195814013
103,3.119988865228038,0.653626195814013
104,3.119988865228038,0.653626195814013
105,3.119988865228038,0.653626195814013
106,3.119988865228038,0.653626195814013
107,3.119988865228038,0.653626195814013
108,3.119988865228038,0.653626195814013
109,3.119988865228038,0.653626195814013
110,3.119988865228038,0.653626195814013
111,3.119988865228038,0.653626195814013
112,3.119988865228038,0.653626195814013
113,3.119988865228038,0.653626195814013
114,3.119988865228038,0.653626195814013
115,3.119988865228038,0.653626195814013
116,3.119988865228038,0.653626195814013
117,3.119988865228038,0.653626195814013
118,3.119988865228038,0.653626195814013
119,3.119988865228038,0.653626195814013
120,3.119988865228038,0.653626195814013
121,3.119988865228038,0.653626195814013
122,3.119988865228038,0.653626195814013
123,3.119988865228038,0.653626195814013
124,3.119988865228038,0.653626195814013
125,3.119988865228038,0.653626195814013
126,3.119988865228038,0.653626195814013
127,3.119988865228038,0.653626195814013
128,3.119988865228038,0.653626195814013
129,3.119988865228038,0.653626195814013
130,3.119988865228038,0.653626195814013
131,3.119988865228038,0.653626195814013
132,3.119988865228038,0.653626195814013
133,3.119988865228038,0.653626195814013
134,3.119988865228038,0.653626195814013
135,3.119988865228038,0.653626195814013
136,3.119988865228038,0.653626195814013
137,3.119988865228038,0.653626195814013
138,3.119988865228038,0.653626195814013
139,3.119988865228038,0.653626195814013
